user_id,total_clicks,total_purchases,total_visit_time,unique_products,conversion_rate,category_diversity,avg_price,avg_views,num_categories,clicks_per_product,purchases_per_product,visit_time_per_product,engagement_score,activity_intensity,purchase_frequency,time_efficiency,interaction_consistency,purchase_decision_speed,category_loyalty,price_sensitivity,engagement_depth,product_exploration,return_rate_estimate,purchase_intensity,click_purchase_ratio,time_per_click,purchase_velocity,category_concentration,price_preference_strength,interaction_frequency,engagement_consistency,value_per_interaction,exploration_ratio,days_since_registration,favorite_category_hash,is_active,cluster,category
3,1.8912018266583104,-0.2603678065890122,1.339210866669764,1.7433101157037207,-0.2301238490351994,1.7433101157037203,1.3194364237956833,1.0140252857922196,1.8631948426281413,2.0447479180471273,-0.22728347314436687,2.013589177073101,1.2895039882212789,2.3270300104342048,-0.23300949837956592,1.7900493850012558,0.7882786304763549,-0.23300949837956592,0.40893009643118156,0.5342705029765022,1.6421973439814581,0.8248512121060231,1.8836890952748102,-0.23846465616544674,2.3731963025606584,1.7900493850012558,-0.2054757771032091,0.40893009643118156,0.5342705029765022,2.182019441412295,-1.7647172889455778,-0.2188868892406869,0.8810595019969174,0.46775099393562936,1.5976664945205368,True,2,explorer
4,2.4115529115534913,-0.2603678065890122,3.4796535794254955,2.4806885590265026,-0.2301238490351994,2.4806885590265026,1.0267410081221742,1.393926096926435,2.334150517929729,1.8310191568615732,-0.22728347314436687,3.7037393582318554,2.998473576477479,2.1901060416150697,-0.23300949837956592,3.6621993256015957,0.8919633998977774,-0.23300949837956592,0.26899124628852633,0.7045884711227383,4.124217933305416,0.951597896910565,1.8928745588492757,-0.23846465616544674,2.987096773580236,3.6621993256015957,-0.2054757771032091,0.26899124628852633,0.7045884711227383,2.051950423282282,-1.7734853972963796,-0.2188868892406869,1.012631588471811,0.25724027323208365,1.5976664945205368,True,2,explorer
5,2.789990064204532,-0.2603678065890122,3.151502083393258,2.4806885590265026,-0.2301238490351994,2.4806885590265026,1.5460497246970892,1.9495505816244034,2.5696283555805226,2.1516122986399053,-0.22728347314436687,3.353778850133102,2.8182856791984063,2.555236625132763,-0.23300949837956592,2.890078525762038,0.7418933388930867,-0.23300949837956592,0.2140152694467688,0.43424225219772444,3.743699097311499,0.7787123933408575,1.8977153828674391,-0.23846465616544674,3.4335698434126565,2.890078525762038,-0.2054757771032091,0.2140152694467688,0.43424225219772444,2.3988011382956502,-1.7781062712625468,-0.2188868892406869,0.8331641218393901,0.35292696446096805,1.5976664945205368,True,2,explorer
6,1.8438971825769304,1.5941037503127844,2.1334866468387026,2.4806885590265026,0.6726193691881974,2.4806885590265026,1.1137759885537242,1.3598661111373103,2.5696283555805226,1.3501294441940752,0.6928523224827835,2.268105910235831,2.3030609104160598,1.6424101663385284,0.7138599526927814,2.877509490994784,1.197463166943041,0.7138599526927814,0.2140152694467688,0.6478828573583507,0.4228074377282247,1.316774419756784,1.7267182140421597,0.849452273074035,0.3082583545857139,2.877509490994784,-0.1337808634386327,0.2140152694467688,0.6478828573583507,1.6617433688922418,-1.760489189266535,0.6006016721763253,1.2805385518822279,1.1949698472751507,1.5976664945205368,True,3,high_value
7,1.4181553858445097,2.2122609359467167,1.9619529102763966,1.7433101157037207,1.2513009193314004,1.7433101157037203,1.9280365832577813,1.3195994276047278,1.8631948426281413,1.5104260150832411,1.4085134968594561,2.8990953112017657,2.238305884831393,1.7402130012093393,1.3135439383719347,3.3290254356974236,1.0820521438370525,1.3135439383719347,0.40893009643118156,0.3061446458627396,0.24033135955841464,1.1659489079770695,1.616266848936404,1.6265357939593792,0.07385999292369319,3.3290254356974236,-0.10273249703321452,0.40893009643118156,0.3061446458627396,1.847556251935118,-1.745808287603192,1.7836549915502988,1.0741960674373359,1.5968539504364654,1.6838856547655388,True,3,high_value
8,3.215731860936953,2.8304181215806485,2.860640530091956,3.2180670023492848,0.7077911828852128,3.2180670023492848,1.2070001231492957,1.5153270554071274,3.0405840308821106,1.8951377852172397,0.9995642543585003,2.3635496851718547,3.3785574223005206,2.3270300104342048,0.7583709097944729,2.2754002863848544,0.8591894785289371,0.7583709097944729,0.12467930707891302,0.5931875245897548,0.32551568988887103,0.9181428896092153,1.7387129324246855,1.2450584291611193,0.35476596602659105,2.2754002863848544,-0.11320486991418068,0.12467930707891302,0.5931875245897548,2.3593862843168583,-1.7800369103853972,0.6878592082043775,0.8867475936163138,0.44861365568985245,1.5976664945205368,True,3,high_value
9,4.209129386645935,-0.2603678065890122,4.266471371048247,3.2180670023492848,-0.2301238490351994,3.2180670023492848,1.2070001231492957,1.5153270554071274,3.0405840308821106,2.568383382951737,-0.22728347314436687,3.5629597902012207,3.9134902423477658,3.1112309227619788,-0.23300949837956592,2.631430987340606,0.5883494338836577,-0.23300949837956592,0.12467930707891302,0.5931875245897548,5.036598324154467,0.608937519096741,1.9089006201821352,-0.23846465616544674,5.107843855284233,2.631430987340606,-0.2054757771032091,0.12467930707891302,0.5931875245897548,2.9269601816114617,-1.7887832906540695,-0.2188868892406869,0.6569257100043326,0.046729552528537985,1.5976664945205368,True,2,explorer
10,0.6612810805424284,0.3577893790449199,1.7941481679871842,1.7433101157037207,0.3978714332071636,1.7433101157037203,1.3194364237956833,1.0140252857922196,1.8631948426281413,0.6555109703410231,0.18166576935658885,2.660485873861707,1.5541549623499162,0.801305786449555,0.41138776693355933,5.3357765782458575,1.9735028050695145,0.41138776693355933,0.40893009643118156,0.5342705029765022,0.9395347206972369,2.3029412275472247,1.7223867879595811,0.22778545636575975,0.2803537877211876,5.3357765782458575,-0.17776212918959214,0.40893009643118156,0.5342705029765022,0.788422818590724,-1.7076379432784998,0.40870381956633184,2.297394315226654,1.5585792739449114,1.5976664945205368,True,6,occasional_buyer
11,3.4522550813438535,-0.2603678065890122,2.2490854693046045,3.2180670023492848,-0.2301238490351994,3.2180670023492848,1.2070001231492957,1.5153270554071274,3.0405840308821106,2.0554343561064052,-0.22728347314436687,1.8417903821882577,2.255198500201306,2.5137445133693888,-0.23300949837956592,1.6424664327118768,0.7834888449324304,-0.23300949837956592,0.12467930707891302,0.5931875245897548,2.6972722983282282,0.8303306931641925,1.9039413824329685,-0.23846465616544674,4.214897715619393,1.6424664327118768,-0.2054757771032091,0.12467930707891302,0.5931875245897548,2.3593862843168583,-1.7840493832612012,-0.2188868892406869,0.8867475936163138,1.6734033034195728,1.5976664945205368,True,2,explorer
12,1.8438971825769304,-0.2603678065890122,4.135956571489971,2.4806885590265026,-0.2301238490351994,2.4806885590265026,1.0170704547408909,1.2662026750545157,2.334150517929729,1.3501294441940752,-0.22728347314436687,4.403660374429363,3.392634601775448,1.6424101663385284,-0.23300949837956592,5.508698447102402,1.197463166943041,-0.23300949837956592,0.26899124628852633,0.7112647581077973,4.885255605293249,1.316774419756784,1.8826495530149916,-0.23846465616544674,2.3173871688316057,5.508698447102402,-0.2054757771032091,0.26899124628852633,0.7112647581077973,1.5316743507622284,-1.7637249798372308,-0.2188868892406869,1.3917108292158018,0.25724027323208365,1.5976664945205368,True,2,explorer
13,2.695380776041772,-0.2603678065890122,1.8127931393526522,2.8493777806878935,-0.2301238490351994,2.8493777806878935,1.361127253928327,1.4174869340890328,2.8051061932313166,1.7775869665651842,-0.22728347314436687,1.6724660555424973,1.7906515775286982,2.162721247851242,-0.23300949837956592,1.7005352821619648,0.9204767114886692,-0.23300949837956592,0.16636942285057907,0.514137014750403,2.1913552095635884,0.9877635444623438,1.8966135535200213,-0.23846465616544674,3.3219515759545515,1.7005352821619648,-0.2054757771032091,0.16636942285057907,0.514137014750403,2.025936619656279,-1.7770545051732327,-0.2188868892406869,1.0501741065616619,-1.5799441983624967,1.5976664945205368,True,2,explorer
14,1.9858111148210706,2.2122609359467167,3.8637399895541376,3.2180670023492848,0.9027303855980829,3.2180670023492848,1.2070001231492957,1.5153270554071274,3.0405840308821106,1.0615956165935767,0.7541947088579269,3.219362200431535,3.7755338834934764,1.3561145951712459,0.9566469914292808,4.833280797862344,1.4528810049644907,0.9566469914292808,0.12467930707891302,0.5931875245897548,0.6813872830968184,1.6469841201029047,1.6897344990293728,0.9483538120958063,0.20780191387341926,4.833280797862344,-0.14930945066494541,0.12467930707891302,0.5931875245897548,1.401605332632215,-1.7626913245160365,0.8692084276933906,1.57236577988286,1.5777166121906885,1.5976664945205368,True,3,high_value
